coffee_id,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method
941,Brazil,rio verde,,ipanema coffees,002/1660/0065,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2 kg,Specialty Coffee Association,2014/2015,October 17 2014,ipanema coffees,Bourbon,,Natural / Dry
942,Guatemala,santo tomas pachuj,,humedo: finca santo tomas pachuj y seco: beneficio palinsa,11/752/02,cafcom,1550,"san lucas toliman, solola","PACHUJ, S. A.",250,69 kg,Asociacion Nacional Del Café,2014,May 26 2014,juan luis alvarado romero,Bourbon,,Washed / Wet
943,Mexico,various,,cafe gourmet de sierra azul sc,0016-2814-0001,globus coffee,1550,siltepec el triunfo,various small producers,280,2 kg,Specialty Coffee Association,2014,May 1 2014,kurt kappeli,Typica,,Washed / Wet
944,Peru,,,,030-0218-2662,sustainable harvest,,puno,,280,5 lbs,Specialty Coffee Association,2013,February 27 2014,dane loraas,,,Washed / Wet
945,Guatemala,la union monte verde,,beneficio ixchel,11/9772/3,"unex guatemala, s.a.",1311,oriente,OTTO BECKER,250,69 kg,Asociacion Nacional Del Café,2013,October 7 2013,juan luis alvarado romero,Bourbon,,Washed / Wet
946,Mexico,palantla,,"en chiatipan, municipio de huazalingo",1702771645,,763,"huazalingo, hidalgo","MARTINEZ BAUTISTA, NICOLAS",10,1 kg,AMECAFE,2012,September 27 2012,saul m. hernandez ramirez,Caturra,,Washed / Wet
947,Mexico,los brujos,,,F30002939,grupo cafetalero los brujos,1100,"coatepec, coatepec",MARIA DE LOUDES ANCIRA ELIZONDO,20,1 kg,AMECAFE,2012,June 6 2012,grupo cafetalero los brujos spr de rl,Typica,,Washed / Wet
948,Colombia,,,trilladora boananza,3-68-0027,exportadora de cafe condor s.a,1750,huila,Exportadora de cafe condor s.a,250,70 kg,Almacafé,2011,November 11 2011,exportadora de cafe condor s.a,Caturra,,Natural / Dry
949,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0130,,1880,cauca,,250,70 kg,Almacafé,4T72010,February 22 2011,exportadora de cafe condor s.a,,,
950,United States (Hawaii),kona pacific farmers cooperative,,kona pacific farmers cooperative,HDOA 210520,,,kona,,27,0 lbs,Specialty Coffee Association,,May 24 2010,kona pacific farmers cooperative,Peaberry,,
951,Colombia,,3-37-0059,bachue,3-37-0059,racafe & cia s.c.a,,huila,La Plata,230,70 kg,Almacafé,2016,November 8 2016,racafe & cia s.c.a,Caturra,,Washed / Wet
952,Honduras,las cuchillas,149,dry mill,13-111-084,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,69 kg,Instituto Hondureño del Café,2016 / 2017,June 9 2016,bismarck castro,Caturra,,Washed / Wet
953,Mexico,,1,ac la laja sa de cv,,ac la laja sa de cv,1130,veracruz,Juan Hermilo Sampieri,220,69 kg,Centro Agroecológico del Café A.C.,2016,February 25 2016,angel oscar medina rodriguez,,,
954,Brazil,fazenda sacramento,,17/18,002/1495/0134,cafebras comercio de cafés do brasil sa,1100,cerrado,NELSON AZEVEDO FRANÇA,300,60 kg,Brazil Specialty Coffee Association,2015/2016,November 20 2015,cafebras,Catuai,,Natural / Dry
955,Honduras,bethel,,cadexsa,13-63-318,cadexsa,1350,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,May 22 2015,cadexsa,Catuai,,Washed / Wet
956,Brazil,sertao farm,,carapina,002/135-2/0076,exportadora de cafés carmo de minas ltda,1200,mantiqueira de minas,NAZARETH DIAS PEREIRA,300,60 kg,Brazil Specialty Coffee Association,2014/2015,December 16 2014,jacques pereira carneiro,Yellow Bourbon,,Other
957,Philippines,bacofa,,green beans,123/300/01,s3v international importing,1400,"davao city, region 11","COFFEE FOR PEACE,INC.",2,2 kg,Specialty Coffee Association,2014,November 13 2014,victoria,Other,,Washed / Wet
958,Malawi,usingini farm,,mzuzu coffee coop union,C19,mzuzu coffee planters coop union,1200,mzuzu,Mzuzu Coffee Coop Union,31,60 kg,Africa Fine Coffee Association,2014,November 4 2014,afca,Gesha,,Washed / Wet
959,Honduras,el cerron,,olam honduras,13-01-0556,"olam honduras, s.a.",1450,san marcos,Nelson Melgar Melgar,275,1 kg,Instituto Hondureño del Café,2014,January 22 2014,mayra yessenia torres,Catuai,,Washed / Wet
960,Mexico,,,"tapachula, chiapas",0,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,AMECAFE,2012,August 30 2012,julio perez hernandez,Typica,,Washed / Wet
961,Mexico,cruz verde,,cruz verde,0,,1000,veracruz,HECTOR GABRIEL BARREDA NADER,70,1 kg,AMECAFE,2012,July 11 2012,hector gabriel barreda nader,Typica,,Washed / Wet
962,Brazil,fazendas klem ltda,KLEM-C08        ,dry mill,002/1566/0003        ,klem organics coffee,1100,matas de minas        ,NAGIPE VIANA KLEM       ,42,5 kg,Specialty Coffee Association,,"November 15 2017
",klem organics,Catuai,,Natural / Dry
963,Taiwan,jing jing café 晶晶坊青山咖啡教室,2016NA Lot001,jing jing café 晶晶坊青山咖啡教室,Taiwan,taiwan coffee laboratory,680,"dongshan dist., tainan city 台南市東山區",Hu Guei Jing 胡桂青,20,50 kg,Specialty Coffee Association,2015,May 18 2016,"lin, che-hao krude 林哲豪",Typica,,Natural / Dry
964,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0164,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,October 8 2015,ipanema coffees,Yellow Bourbon,,Natural / Dry
965,Nicaragua,cafetales santa matilde,,san carlos,017/001/1214,"comercial internacional exportadora, s.a.",1100,jinotega,Rolando Lacayo,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,July 6 2015,"comercial internacional exportadora, s.a.",Catuai,,Washed / Wet
966,Honduras,cerro bueno,,cadexsa,13-63-301,cadexsa,1400,marcala,JOSE OMAR ACOSTA,275,1 kg,Instituto Hondureño del Café,2015,May 12 2015,cadexsa,Catuai,,Washed / Wet
967,Guatemala,el injerto s.a.,,el injerto s.a.,11999144,essence coffee,1700,huehuetenango,El Injerto S.A.,36,55 lbs,Blossom Valley International,2014,March 21 2015,essencecoffee,Pacamara,,Washed / Wet
968,"Tanzania, United Republic Of",shangrilla estate,,shangrilla estate ltd,C38,shangrilla estate ltd,1700,karatu ngorogoro,Shangrilla Estate,100,60 kg,Africa Fine Coffee Association,2014,December 17 2014,shangrilla estate ltd,Other,,Washed / Wet
969,Taiwan,jia jia coffee 佳佳咖啡莊,,jia jia coffee 佳佳咖啡莊,,blossom valley宸嶧國際,650,nantou,Liu ying wu 劉穎悟,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Semi-washed / Semi-pulped
970,Guatemala,finca medina,,beneficio 2000,11/11711/08,"siembras vision, s.a.",1524,"sacatepequez, guatemala","SIEMBRAS VISION, S.A.",250,69 kg,Asociacion Nacional Del Café,2013,March 4 2013,juan luis alvarado romero,Caturra,,Washed / Wet
971,Mexico,finca chanjul,,agroindustrias unidas de mexico,1507169991,ecomtrading,1500,motozintla,FRANCISCO J. CONTRERAS MARTINEZ DE ESCOBAR,250,1 kg,AMECAFE,2012,July 26 2012,alfredo bojalil,Typica,,Washed / Wet
972,Nicaragua,las promesas de san blass,017-053-0134,beneficio atlantic planta procedora condega,017-053-0134,exportadora atlantic s.a,1200,"dipilto, nueva segovia",GONZALO CASTILLO,275,69 kg,Instituto Hondureño del Café,2016,March 8 2017,"exportadora atlantic, s.a.",,,Washed / Wet
973,"Tanzania, United Republic Of",mviwambi coffee farmers,,,A057,mviwambi coffee farm,1050,"ruvuma, mbinga",Immaculata John,100,60 kg,Africa Fine Coffee Association,2015/2016,November 16 2015,immaculata john,Bourbon,,Washed / Wet
974,Mexico,exportadora café california,,exportadora café california,016-2028-042,exportadora café california,1200,"chiapas, jaltenango",Exportadora Café California,275,1 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,June 25 2015,andreas kussmaul,Caturra,,Washed / Wet
975,Costa Rica,el patalillo,,el patalillo,5-019-0118,"cafetalera internacional cafinter, s.a.",1300,tres rios,JOSE FRANCISCO GONZALEZ,275,18975 kg,Specialty Coffee Association of Costa Rica,2015,May 22 2015,"cafetalera internacional cafinter, s.a.",Caturra,,Washed / Wet
976,Honduras,los hicaques,,cigrah,13-111-037,cigrah,1450,central region,Reinerio Zepeda,275,1 kg,Instituto Hondureño del Café,2015,March 11 2015,,Catuai,,Natural / Dry
977,Thailand,,,,Thailand,"coffeas co., ltd",1450,chiangrai,"Coffeas Co., Ltd.",20,20 kg,Specialty Coffee Institute of Asia,2014,February 15 2015,松澤宏樹 koju matsuzawa,Caturra,,Washed / Wet
978,Philippines,"irisan, baguio",,green beans,123/300/01,s3v international importing,1200,corillera administrative,"COFFEE FOR PEACE,INC.",2,2 kg,Specialty Coffee Association,2014,January 8 2015,victoria,Typica,,Natural / Dry
979,"Tanzania, United Republic Of",ampcg,,taylor winch (t) ltd,C18,taylor winch (t) ltd,1550,mbinga,Taylor Winch (T) ltd,320,60 kg,Africa Fine Coffee Association,2014,December 17 2014,taylor winch (t) ltd,Bourbon,,Washed / Wet
980,Malawi,makoka valley estate,,r.w.j. wallace ltd,C16,r.w.j wallace ltd,995,southern- zomba,R.W.J. Wallace Ltd,300,60 kg,Africa Fine Coffee Association,2014,November 4 2014,afca,Caturra,,Washed / Wet
981,Costa Rica,various,,coricafe sa,5-0048-0126,coricafe s.a.,1300,central valley,VARIOS,250,1 kg,Specialty Coffee Association of Costa Rica,2014,May 9 2014,eric thormaehlen,Catuai,,Washed / Wet
982,Brazil,juliana,,,002/454-2/0379,bourbon specialty coffees,,monte carmelo,JOSE RENATO BAIARDI,300,1 kg,NUCOFFEE,2013,February 4 2014,bourbon specialty coffees,Catuai,,Natural / Dry
983,Mexico,,,"tapachula, chiapas",0,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,250,1 kg,AMECAFE,2012,August 30 2012,julio perez hernandez,Typica,,Natural / Dry
984,Guatemala,finca quequesquez,,finca quequesquez,11-183-25,the coffee source inc.,1450,oriente,Finca Quequesquez,250,1 kg,Specialty Coffee Association,2012,August 20 2012,the coffee source inc.,Caturra,,Washed / Wet
985,Brazil,fazenda são sebastião,,,002/1251/0182,nucoffee,1000,south of minas,Bruno de Andrade Frota,17,60 kg,NUCOFFEE,2012,January 23 2012,nucoffee,Mundo Novo,,Natural / Dry
986,United States (Hawaii),,,,,,,kona,,4,100 lbs,Specialty Coffee Association,,September 22 2011,kona pacific farmers cooperative,,,
987,Ethiopia,,1,dry mill,010/0475/0522,kerchanshe trading plc,0,sidamo,Kerchanshe trading plc,300,60 kg,Specialty Coffee Institute of Asia,2016,July 14 2017,kerchanshe,,,Natural / Dry
988,Brazil,fazenda são josé mirante,14,garca armazens,,garca armazens,695,alta paulista (sao paulo),José Olavo Boechat,500,60 kg,Specialty Coffee Association,2016,June 21 2017,gregorio sebba,Mundo Novo,,Natural / Dry
989,Nicaragua,cafetales santa matilde,,beneficio san carlos,017/001/652,"comercial internacional exportadora, s.a.",,jinotega,ROLANDO LACAYO,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,March 28 2015,rolando lacayo,Other,,Washed / Wet
990,United States,,,juanana coffee association,n/a,conscious bean coffee,1707,central america,JuanAna Coffee Association,1,5 lbs,Specialty Coffee Association,2014,March 4 2015,wali ali,Pache Comun,,Natural / Dry
991,"Tanzania, United Republic Of",mwalyego amcos,,taylor winch (t) ltd,C006,taylor winch (t) ltd,1456,"iwala village, mbeya rural",Taylor Winch (T) ltd,54,60 kg,Africa Fine Coffee Association,2014,January 2 2015,taylor winch (t) ltd,Other,,Washed / Wet
992,Costa Rica,santa laura,,la eva,5-545-0005,the coffee source inc.,1500,naranjo,Several,250,1 kg,Specialty Coffee Association of Costa Rica,2014,December 18 2014,the coffee source inc.,Caturra,,Washed / Wet
993,United States (Puerto Rico),hacienda caracolillo,,hacienda alto grande,,"hacienda alto grande, llc.",853,yauco region,Hacienda Alto Grande,18,5 lbs,Specialty Coffee Association,2013,May 28 2014,german negron,Other,,Washed / Wet
994,Mexico,"san fernando, chiapas",,"san fernando, chiapas",0,cafetera el grande s.a. de c.v.,1650,san fernando,MEDINA PEDRERO PRODUCTOS AGRÍCOLAS SA DE CV,100,1 kg,AMECAFE,2012,September 14 2012,obed rendon ponce,Typica,,Washed / Wet
995,Mexico,cafetal sinai,,cafetal sinai,"1405833052, 1405833062",,1300,santo reyes nopala,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",30,1 kg,AMECAFE,2012,September 4 2012,diego manuel woolrich ramirez,Typica,,Washed / Wet
996,Mexico,,,santa maria siltepec,1955,comercializadora profesional mexicana s.a. de c.v.,1642,santa maria sitepec,ETMAR DIDIER ROBLERO LOPEZ,40,1 kg,AMECAFE,2012,August 30 2012,gerardo hernandez valderrabano,Typica,,Washed / Wet
997,Mexico,el desmoronado,,el desmoronado,0,,1200,talpa de allende,BALBINO RAMIREZ FLORES,15,1 kg,AMECAFE,2012,July 3 2012,balbino ramirez flores,Typica,,Washed / Wet
998,United States (Hawaii),,,,2200304,kpfc,,,,2,100 lbs,Specialty Coffee Association,2012,February 13 2012,kona pacific farmers cooperative,Hawaiian Kona,,Washed / Wet
999,Brazil,cachoeira da grama farm,43104350 - K25247,dry mill,002/4542/0044,bourbon specialty coffees,,grama valley,GABRIEL CARVALHO DIAS,300,59 kg,Brazil Specialty Coffee Association,,January 16 2018,bourbon specialty coffees,Bourbon,,Pulped natural / honey
1000,El Salvador,santa josefita,1-198,beneficio cuzcachapa,09-030-273,soc. coop. cuzcachapa de r.l.,1450,apaneca,"Balcanes Coffee Estates, S.A. de C.V.",100,69 kg,Salvadoran Coffee Council,2017,August 28 2017,consejo salvadoreño del café,Bourbon,,Washed / Wet
1001,Brazil,cachoeira da grama farm,43103820 - K24258 - 030/16,dry mill,002/4542/0966,bourbon specialty coffees,,grama valley,GABRIEL DE CARVALHO DIAS,300,59 kg,Brazil Specialty Coffee Association,2016 / 2017,September 9 2016,bourbon specialty coffees,Yellow Bourbon,,Pulped natural / honey
1002,Guatemala,chapultepec,11/23/0506,beneficio ixchel,11/23/0506,"unex guatemala, s.a.",1000,norte,CHAPULTEPEC,120,69 kg,Asociacion Nacional Del Café,2016,August 2 2016,juan luis alvarado romero,Bourbon,,Washed / Wet
1003,Colombia,,3-37-4378,bachue,3-37-4378,racafe & cia s.c.a,1600,guayata,,43,70 kg,Almacafé,2016,July 22 2016,racafe & cia s.c.a,Caturra,,Washed / Wet
1004,Guatemala,el papaturro,,beneficio ixchel,11/23/0706,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2015,July 23 2015,juan luis alvarado romero,Bourbon,,Washed / Wet
1005,Taiwan,jing jing café 晶晶坊青山咖啡教室,,jing jing café 晶晶坊青山咖啡教室,Taiwan,taiwan coffee laboratory,758,"dongshan dist., tainan city 臺南市東山區",HU KUEI CHING 胡桂青,10,5 kg,Specialty Coffee Association,2015,May 6 2015,"lin, che-hao krude 林哲豪",Typica,,Washed / Wet
1006,Honduras,el cerron,,,13-132-92,"olam honduras, s.a.",1350,san marcos,NELSON MELGAR & REGINO MELGAL,275,18975 kg,Instituto Hondureño del Café,2014,January 26 2015,mayra yessenia torres,Caturra,,Natural / Dry
1007,Brazil,,,,002/4542/0275,bourbon specialty coffees,,cerrado,,300,60 kg,Brazil Specialty Coffee Association,2014,January 15 2015,bourbon specialty coffees,Mundo Novo,,Natural / Dry
1008,"Tanzania, United Republic Of",rural cooperative society,,rafiki (coffee) limited,C23,mlimani ngarashi,1525,arusha,Mlimani Ngarashi,1,60 kg,Africa Fine Coffee Association,2014,December 15 2014,mlimani ngarashi,Other,,Washed / Wet
1009,Uganda,kapchorwa,,kyagalanyi coffee ltd,0,kyagalanyi coffee ltd,1700,eastern,Kyagalanyi coffee Ltd,320,60 kg,Uganda Coffee Development Authority,2013,June 30 2014,kyagalanyi ltd,SL14,,Natural / Dry
1010,Taiwan,taiwan hao ka 台灣好咖莊園,,taiwan hao ka 台灣好咖莊園,,blossom valley宸嶧國際,1100,nantou,Zhou hong xiu 周紅秀,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Semi-washed / Semi-pulped
1011,Thailand,doi tung development project,,doi tung development project,10589010,doi tung development project,800,thailand,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,May 29 2013,doi tung development project,,,Washed / Wet
1012,Mexico,finca el gavilancillo,,finca la fortuna,1506558878,industrializadora de kaffee andes s.a. de c.v.,950,"motozintla, chiapas",MARTHA PALACIOS,10,1 kg,AMECAFE,2012,September 11 2012,alejandro garcia palacios,Other,,Washed / Wet
1013,Mexico,,,organizacion union de ejidos adolfo lopez mateos,2671,organizaciones de productores de cafe colimense sa de cv,1100,adolfo lopez mateos,COOP,200,1 kg,AMECAFE,2012,July 3 2012,organizaciones de productores de cafe colimense,Typica,,Washed / Wet
1014,Taiwan,八杞莊園,1,non,,八杞莊園,200,taiwan,蕭閔家,150,1 kg,Blossom Valley International,2017,December 8 2017,cqi taiwan icp cqi台灣合作夥伴,Other,,Washed / Wet
1015,Guatemala,la esperanza,11/23/0689,beneficio ixchel,11/23/0689,"unex guatemala, s.a.",1901,oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,Asociacion Nacional Del Café,2017,August 23 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
1016,Kenya,thiririka/maara,CN 70741,ckcm/nkg,,c dorman ltd,1600,kiambu,thiririka/Thima,150,60 kg,Kenya Coffee Traders Association,2017,July 7 2017,lydiah mwangi,SL28,,Washed / Wet
1017,Mexico,finca monte azúl,240LVCF,cafetal la orduña,,grupo santab s.a. de c.v.,1100,veracruz,Jose Oscar Garza Sardaneta,240,69 kg,Centro Agroecológico del Café A.C.,2017,May 12 2017,grupo santab s.a de c.v.,Bourbon,,Washed / Wet
1018,Myanmar,sithar coffee farm,,local made,unspecified,"sithar coffee co., ltd.",1067,pyinoolwin,Min Hlaing,2,2 kg,Coffee Quality Institute,2015,July 17 2015,min hlaing,Other,,Other
1019,United States (Hawaii),,,,KP121714,kona pacific farmers cooperative,,kona,,7,100 lbs,Specialty Coffee Association,2014,January 13 2015,eileen koyanagi,Hawaiian Kona,,Natural / Dry
1020,"Tanzania, United Republic Of",karatu estate,,karatu estate,C002,karatu estate,1700,"manyara, karatu",Karatu Estate,250,60 kg,Africa Fine Coffee Association,2014,December 18 2014,karatu estate,Other,,Washed / Wet
1021,Brazil,sertao farm,,cafeco 3,002/135-2/0075,exportadora de cafés carmo de minas ltda,1200,mantiqueira de minas,NAZARETH DIAS PEREIRA,300,60 kg,Brazil Specialty Coffee Association,2014/2015,December 16 2014,jacques pereira carneiro,Yellow Bourbon,,Natural / Dry
1022,Taiwan,張文進莊園,,張文進莊園,Taiwan台灣,宸嶧國際,550,台中新社,張文進,10,60 kg,Blossom Valley International,2014,November 23 2014,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet
1023,Brazil,rio verde,,ipanema coffees,002/1660/0065,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2 kg,Specialty Coffee Association,2014/2015,October 16 2014,ipanema coffees,Bourbon,,Natural / Dry
1024,Nicaragua,,,,17/009/0057,volcafe specialty coffee,1050,matagalpa,,275,1 lbs,Specialty Coffee Association,2013,July 16 2014,chris finch,Caturra,,Washed / Wet
1025,Guatemala,el morito,,el morito,11/972/29,"armajaro guatemala, s. a.",1524,jalapa,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2014,June 10 2014,juan luis alvarado romero,Pacas,,Washed / Wet
1026,Taiwan,bi yun si shi yi 碧云四十一咖啡坊,,bi yun si shi yi 碧云四十一咖啡坊,,blossom valley宸嶧國際,900,taichung taiping 台中市太平區,Lu bi yun呂碧云,35,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet
1027,Taiwan,bai he lin coffee 白鶴林咖啡莊園,,bai he lin coffee 白鶴林咖啡莊園,,blossom valley宸嶧國際,688,nantou,Ding jin cai 丁金財,5,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Other
1028,Taiwan,heng lu coffee 橫鹿咖啡,,heng lu coffee 橫鹿咖啡,,blossom valley宸嶧國際,300,new taipei zhonghe 新北市中和區,Lu xing hui 呂星輝,10,20 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet
1029,Mexico,"olotlan, el plan, criollo garnica",,"ixhuatlan del café, ver.",1104386282,,1186,ixhuatlan del cafe,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,60,1 kg,AMECAFE,2012,July 11 2012,eduardo luis augusto velazquez solis,Typica,,Washed / Wet
1030,Thailand,doi tung development project,,,,,,,Doi Tung Development Project,3,1 lbs,Specialty Coffee Association,,April 13 2010,doi tung development project,Peaberry,,
